,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
101,33,56:26.0,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,33,48:04.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,33,54:43.4,APPROVED,PLASTIC,35,36000,43,NULL,NULL,NULL
104,33,44:43.3,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
105,33,16:45.9,NULL,NULL,NULL,NULL,NULL,189.502785,NULL,NULL
106,35,33:54.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,35,14:55.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,35,20:06.7,APPROVED,DIGITAL,39,2000,43,NULL,NULL,NULL
109,35,44:07.4,NULL,NULL,NULL,NULL,NULL,96.61347961,NULL,NULL
110,35,54:24.7,NULL,NULL,NULL,NULL,NULL,827.8906726,NULL,NULL
111,35,42:07.4,NULL,NULL,NULL,NULL,NULL,711.5427222,NULL,NULL
112,35,25:04.2,NULL,NULL,NULL,NULL,NULL,83.7901251,NULL,NULL
113,35,34:07.4,NULL,NULL,NULL,NULL,NULL,119.3415642,NULL,NULL
114,37,50:37.5,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,37,11:35.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,37,16:10.0,APPROVED,DIGITAL,45,3200,35,NULL,NULL,NULL
117,37,06:25.4,NULL,NULL,NULL,NULL,NULL,1529.738176,NULL,NULL
118,38,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,41,45:03.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,41,15:31.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,41,48:27.4,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
122,43,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,44,26:29.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,44,30:40.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,44,06:12.4,APPROVED,DIGITAL,49,13200,35,NULL,NULL,NULL
126,45,32:37.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,45,38:24.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,45,40:50.8,APPROVED,PLASTIC,35,13000,45,NULL,NULL,NULL
129,45,33:48.5,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
130,46,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,47,57:29.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,47,09:24.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,47,43:46.3,APPROVED,PLASTIC,46,15100,41,NULL,NULL,NULL
134,47,29:24.0,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
135,47,15:34.7,NULL,NULL,NULL,NULL,NULL,51.24002299,NULL,NULL
136,49,18:08.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,49,27:43.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,49,24:41.4,APPROVED,PLASTIC,46,7900,44,NULL,NULL,NULL
139,49,50:56.9,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
140,49,22:39.8,NULL,NULL,NULL,NULL,NULL,594.7261333,NULL,NULL
141,51,38:29.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,51,35:23.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,51,59:37.2,APPROVED,PLASTIC,40,5100,39,NULL,NULL,NULL
144,51,33:57.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
145,51,15:45.8,NULL,NULL,NULL,NULL,NULL,54.19228183,NULL,NULL
146,51,40:20.6,NULL,NULL,NULL,NULL,NULL,534.6157337,NULL,NULL
147,51,09:48.3,NULL,NULL,NULL,NULL,NULL,377.7184525,NULL,NULL
148,51,53:13.8,NULL,NULL,NULL,NULL,NULL,259.6505831,NULL,NULL
149,51,15:58.1,NULL,NULL,NULL,NULL,NULL,290.2685821,NULL,NULL
150,52,20:34.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,52,53:42.8,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,52,36:32.1,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
153,53,22:43.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,53,12:40.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,53,51:23.5,APPROVED,PLASTIC,33,17200,34,NULL,NULL,NULL
156,53,35:56.3,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,3
157,53,59:44.1,NULL,NULL,NULL,NULL,NULL,77.98098017,NULL,NULL
158,53,47:40.7,NULL,NULL,NULL,NULL,NULL,118.4484228,NULL,NULL
159,53,20:00.3,NULL,NULL,NULL,NULL,NULL,1410.012808,NULL,NULL
160,54,42:07.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,54,24:52.6,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,54,16:32.1,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
163,56,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,57,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,58,02:57.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,58,48:56.2,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,58,43:20.9,APPROVED,DIGITAL,30,17100,32,NULL,NULL,NULL
168,58,02:04.1,NULL,NULL,NULL,NULL,NULL,217.3354449,NULL,NULL
169,58,10:19.8,NULL,NULL,NULL,NULL,NULL,279.4775294,NULL,NULL
170,58,55:58.0,NULL,NULL,NULL,NULL,NULL,26.51169819,NULL,NULL
171,58,44:00.9,NULL,NULL,NULL,NULL,NULL,35.95594841,NULL,NULL
172,59,20:19.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,59,07:40.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,59,13:21.2,APPROVED,PLASTIC,49,4800,40,NULL,NULL,NULL
175,59,45:06.7,DELIVERED,NULL,NULL,NULL,NULL,NULL,64000,1
176,59,43:27.0,NULL,NULL,NULL,NULL,NULL,575.3818641,NULL,NULL
177,59,42:03.5,NULL,NULL,NULL,NULL,NULL,999.1450206,NULL,NULL
178,59,05:07.1,NULL,NULL,NULL,NULL,NULL,640.7733108,NULL,NULL
179,60,58:15.0,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,60,27:18.0,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,60,19:37.4,APPROVED,PLASTIC,31,13100,36,NULL,NULL,NULL
182,60,00:23.8,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,2
183,60,43:01.9,NULL,NULL,NULL,NULL,NULL,163.5850142,NULL,NULL
184,60,27:31.3,NULL,NULL,NULL,NULL,NULL,7959.955537,NULL,NULL
185,62,33:32.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,62,36:27.8,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,62,39:48.7,APPROVED,DIGITAL,43,8200,34,NULL,NULL,NULL
188,62,56:10.3,NULL,NULL,NULL,NULL,NULL,126.6828149,NULL,NULL
189,62,44:33.6,NULL,NULL,NULL,NULL,NULL,1054.384175,NULL,NULL
190,62,36:13.8,NULL,NULL,NULL,NULL,NULL,99.20259856,NULL,NULL
191,62,50:16.0,NULL,NULL,NULL,NULL,NULL,137.3731216,NULL,NULL
192,64,21:21.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,64,18:18.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,64,57:34.4,APPROVED,PLASTIC,33,15300,39,NULL,NULL,NULL
195,64,29:30.1,DELIVERED,NULL,NULL,NULL,NULL,NULL,44620,2
196,64,03:09.8,NULL,NULL,NULL,NULL,NULL,16404.2983,NULL,NULL
197,64,58:20.1,NULL,NULL,NULL,NULL,NULL,23157.11791,NULL,NULL
198,64,41:53.1,NULL,NULL,NULL,NULL,NULL,373.2864394,NULL,NULL
199,65,17:41.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,65,37:36.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,65,19:26.2,APPROVED,DIGITAL,36,5200,43,NULL,NULL,NULL
202,65,52:01.8,NULL,NULL,NULL,NULL,NULL,35.11541157,NULL,NULL
203,65,58:18.3,NULL,NULL,NULL,NULL,NULL,780.6038431,NULL,NULL
204,66,23:22.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,66,41:53.8,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,66,15:28.1,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
207,68,20:20.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,68,27:31.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,68,50:01.0,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
210,69,45:43.1,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,69,27:05.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,69,55:05.2,APPROVED,PLASTIC,30,14800,31,NULL,NULL,NULL
213,69,31:07.7,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,4
214,69,02:05.4,NULL,NULL,NULL,NULL,NULL,117.1275275,NULL,NULL
215,69,28:46.6,NULL,NULL,NULL,NULL,NULL,244.3767827,NULL,NULL
216,69,29:07.5,NULL,NULL,NULL,NULL,NULL,558.3251414,NULL,NULL
217,70,51:42.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,70,49:21.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,70,59:25.7,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
220,71,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,72,36:05.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,72,11:34.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
223,72,15:14.9,APPROVED,PLASTIC,32,300,32,NULL,NULL,NULL
224,72,11:13.8,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,0
225,72,18:54.0,NULL,NULL,NULL,NULL,NULL,3358.294171,NULL,NULL
226,75,46:25.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,75,26:17.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
228,75,09:24.1,APPROVED,DIGITAL,37,0,42,NULL,NULL,NULL
229,76,19:12.0,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
230,76,13:15.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
231,76,35:11.8,APPROVED,DIGITAL,47,39200,42,NULL,NULL,NULL
232,76,01:25.1,NULL,NULL,NULL,NULL,NULL,56.20647139,NULL,NULL
233,77,30:15.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
234,77,52:53.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,77,28:43.5,APPROVED,DIGITAL,45,2900,32,NULL,NULL,NULL
236,77,22:24.0,NULL,NULL,NULL,NULL,NULL,81.21768078,NULL,NULL
237,77,59:01.7,NULL,NULL,NULL,NULL,NULL,9461.727153,NULL,NULL
238,77,58:08.2,NULL,NULL,NULL,NULL,NULL,18.3832334,NULL,NULL
239,77,53:11.5,NULL,NULL,NULL,NULL,NULL,533.3906621,NULL,NULL
240,78,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
241,79,36:18.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
242,79,53:56.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
243,79,26:04.6,APPROVED,PLASTIC,38,78900,35,NULL,NULL,NULL
244,79,50:27.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,1
245,79,44:05.2,NULL,NULL,NULL,NULL,NULL,4106.537792,NULL,NULL
246,79,06:15.2,NULL,NULL,NULL,NULL,NULL,44.99856153,NULL,NULL
247,79,34:33.8,NULL,NULL,NULL,NULL,NULL,2.800887013,NULL,NULL
248,79,24:56.5,NULL,NULL,NULL,NULL,NULL,57.08818007,NULL,NULL
249,80,17:07.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,80,33:19.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251,80,03:43.5,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
252,81,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253,83,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
254,85,03:15.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
255,85,04:33.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
256,85,41:49.8,REJECTED,INCOME,NULL,NULL,NULL,NULL,NULL,NULL
257,86,24:16.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
258,86,19:23.4,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
259,86,56:15.9,REJECTED,EMPTY,NULL,NULL,NULL,NULL,NULL,NULL
260,88,23:48.2,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
261,88,21:46.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
262,88,41:22.9,APPROVED,PLASTIC,38,18200,43,NULL,NULL,NULL
263,88,18:28.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,3
264,88,22:13.3,NULL,NULL,NULL,NULL,NULL,507.3562627,NULL,NULL
265,89,19:18.8,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
266,89,32:12.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
267,89,22:54.9,APPROVED,PLASTIC,36,4300,39,NULL,NULL,NULL
268,89,19:24.4,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,3
269,89,24:03.6,NULL,NULL,NULL,NULL,NULL,149.7448582,NULL,NULL
270,89,27:01.8,NULL,NULL,NULL,NULL,NULL,1682.415673,NULL,NULL
271,89,56:17.0,NULL,NULL,NULL,NULL,NULL,138.8226505,NULL,NULL
272,89,48:55.8,NULL,NULL,NULL,NULL,NULL,1355.411819,NULL,NULL
273,89,46:12.9,NULL,NULL,NULL,NULL,NULL,46.09894062,NULL,NULL
274,92,57:11.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
275,92,09:30.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
276,92,38:54.4,APPROVED,PLASTIC,43,1700,37,NULL,NULL,NULL
277,92,45:03.7,DELIVERED,NULL,NULL,NULL,NULL,NULL,11560,1
278,94,01:08.6,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
279,94,35:24.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
280,94,27:52.2,APPROVED,DIGITAL,42,200,34,NULL,NULL,NULL
281,94,26:04.4,NULL,NULL,NULL,NULL,NULL,3797.149191,NULL,NULL
282,94,12:30.6,NULL,NULL,NULL,NULL,NULL,772.8277326,NULL,NULL
283,94,50:12.2,NULL,NULL,NULL,NULL,NULL,56.89397721,NULL,NULL
284,94,04:48.6,NULL,NULL,NULL,NULL,NULL,1667.141639,NULL,NULL
285,94,17:48.3,NULL,NULL,NULL,NULL,NULL,78.58900052,NULL,NULL
286,96,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
287,98,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
288,99,24:44.3,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
289,99,19:23.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
290,99,20:45.9,APPROVED,DIGITAL,48,1400,48,NULL,NULL,NULL
291,99,30:41.8,NULL,NULL,NULL,NULL,NULL,125.385366,NULL,NULL
292,99,31:28.3,NULL,NULL,NULL,NULL,NULL,459.6638968,NULL,NULL
293,99,19:32.3,NULL,NULL,NULL,NULL,NULL,7135.489459,NULL,NULL
294,101,45:39.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
295,101,23:32.3,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
296,101,24:35.1,APPROVED,DIGITAL,33,24600,34,NULL,NULL,NULL
297,101,04:26.2,NULL,NULL,NULL,NULL,NULL,17477.80799,NULL,NULL
298,101,45:14.1,NULL,NULL,NULL,NULL,NULL,233.3493445,NULL,NULL
299,101,32:16.2,NULL,NULL,NULL,NULL,NULL,364.6460484,NULL,NULL
300,103,46:07.7,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
301,103,34:59.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
302,103,54:48.5,REJECTED,USAGE,NULL,NULL,NULL,NULL,NULL,NULL
303,104,45:14.0,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
304,104,41:59.1,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,104,44:56.2,APPROVED,PLASTIC,34,19100,35,NULL,NULL,NULL
306,104,58:33.6,DELIVERED,NULL,NULL,NULL,NULL,NULL,44100,2
307,104,59:16.0,NULL,NULL,NULL,NULL,NULL,373.5732293,NULL,NULL
308,104,08:16.6,NULL,NULL,NULL,NULL,NULL,153.8435124,NULL,NULL
309,104,23:23.0,NULL,NULL,NULL,NULL,NULL,20.27548845,NULL,NULL
310,105,31:21.9,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,105,30:35.7,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,105,37:35.6,APPROVED,PLASTIC,49,2700,48,NULL,NULL,NULL
313,105,31:22.9,DELIVERED,NULL,NULL,NULL,NULL,NULL,53100,2
314,108,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,114,33:25.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,114,30:57.9,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,114,40:09.9,REJECTED,MOP,NULL,NULL,NULL,NULL,NULL,NULL
318,115,45:46.4,RESPONSE,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,115,33:49.5,RISK,NULL,NULL,NULL,NULL,NULL,NULL,NULL
