ID,UPDATE_,TXN
94,"2021-10-20 14:42:00",78.58900052
99,"2021-09-01 01:36:00",125.385366
99,"2021-09-06 02:57:00",459.6638968
99,"2021-10-09 13:02:00",7135.489459
101,"2021-06-21 08:06:00",17477.80799
101,"2021-08-18 00:03:00",233.3493445
101,"2021-08-23 17:53:00",364.6460484
104,"2021-09-20 11:20:00",373.5732293
104,"2021-10-15 18:57:00",153.8435124
104,"2021-10-16 12:40:00",20.27548845
115,"2021-09-03 15:09:00",1657.53747
115,"2021-09-05 09:08:00",2.532160501
115,"2021-10-07 05:14:00",356.7106312
115,"2021-10-09 01:06:00",13.87603499
115,"2021-10-17 17:45:00",1.518921496
117,"2021-07-28 16:54:00",6798.163805
117,"2021-08-10 16:43:00",351.9476371
117,"2021-09-04 19:22:00",8.981292161
118,"2021-07-29 18:58:00",257.6856617
118,"2021-08-22 12:02:00",130.7528602
118,"2021-10-19 09:21:00",27.65909111
118,"2021-10-21 18:14:00",196.357069
118,"2021-10-21 21:40:00",1485.22815
119,"2021-09-21 15:11:00",121.2188154
119,"2021-10-21 19:49:00",102.3001711
120,"2021-10-19 15:20:00",1929.780901
120,"2021-10-20 14:09:00",14.67891566
127,"2021-10-04 14:23:00",134.4055233
127,"2021-10-21 19:24:00",65.59245668
127,"2021-10-21 20:06:00",60.19226636
129,"2021-10-21 07:30:00",44.75454473
129,"2021-10-21 10:34:00",317.932142
129,"2021-10-21 13:53:00",26441.91077
129,"2021-10-21 18:24:00",504.2925909
134,"2021-08-02 07:24:00",184.6786533
135,"2021-10-09 14:31:00",1640.482812
135,"2021-10-15 06:20:00",23103.61045
135,"2021-10-21 03:57:00",1029.4493
136,"2021-06-24 06:18:00",174.061074
136,"2021-08-05 09:11:00",34.11562895
136,"2021-09-14 08:41:00",80.95974859
136,"2021-10-20 04:11:00",1.238863475
136,"2021-10-21 21:35:00",95.37234941
139,"2021-10-15 02:00:00",1210.900068
139,"2021-10-16 23:03:00",16360.39606
139,"2021-10-19 21:14:00",11.89605798
140,"2021-10-22 04:58:00",2261.324965
140,"2021-10-22 02:02:00",12.29641124
140,"2021-10-21 23:07:00",479.26629
143,"2021-09-10 10:50:00",5224.386979
145,"2021-05-28 14:30:00",3173.523983
145,"2021-05-31 01:25:00",2364.903876
145,"2021-07-14 11:36:00",58.22102836
145,"2021-08-31 23:21:00",74.2058714
147,"2021-08-08 00:12:00",888.0557989
147,"2021-08-12 15:37:00",358.8675499
147,"2021-09-10 18:30:00",316.7309122
147,"2021-09-24 17:27:00",9.575112508
147,"2021-10-04 09:13:00",122.0844579
150,"2021-05-03 17:30:00",3680.834805
150,"2021-07-12 05:04:00",60.92755054
150,"2021-10-20 23:22:00",17.05490733
150,"2021-10-21 02:03:00",6172.176652
150,"2021-10-21 14:27:00",287.2856172
153,"2021-06-15 20:15:00",268.2027083
153,"2021-10-11 17:30:00",426.7240909
153,"2021-10-15 10:57:00",124.872934
153,"2021-10-21 07:18:00",3304.675089
153,"2021-10-21 18:36:00",82.29078884
158,"2021-05-08 04:47:00",75.39058645
160,"2021-04-28 07:21:00",1131.015475
160,"2021-06-01 08:17:00",10252.23071
162,"2021-10-16 14:20:00",222.4153166
162,"2021-10-20 11:44:00",78.49793776
162,"2021-10-21 03:23:00",5819.401033
162,"2021-10-21 17:21:00",2843.607511
163,"2021-10-05 11:19:00",7860.382649
163,"2021-10-12 23:52:00",28.70522046
164,"2021-07-03 23:50:00",603.8415931
168,"2021-03-13 00:45:00",1800.309938
168,"2021-07-04 23:24:00",503.2736269
168,"2021-08-18 23:41:00",194.2106366
168,"2021-09-14 12:37:00",2770.235975
168,"2021-10-16 19:59:00",242.8369011
171,"2021-07-15 17:05:00",61.94396866
171,"2021-07-25 02:00:00",2054.14633
171,"2021-08-09 13:10:00",155.8796114
171,"2021-10-16 06:08:00",5.503774564
171,"2021-10-18 12:56:00",373.3039849
173,"2021-10-13 21:46:00",109.3746659
173,"2021-10-14 18:21:00",1101.147151
173,"2021-10-16 19:25:00",303.1650286
176,"2021-10-15 15:15:00",246.0702403
176,"2021-10-21 13:14:00",41150.40821
176,"2021-10-21 13:16:00",71.86238853
178,"2021-06-06 07:16:00",49.54555102
180,"2021-06-29 12:19:00",166.4680912
180,"2021-09-14 12:42:00",63.8341377
182,"2021-07-09 15:48:00",80.25196991
182,"2021-07-16 12:23:00",1086.09542
182,"2021-08-01 13:49:00",315.9828288
182,"2021-08-10 20:39:00",562.2823213
182,"2021-09-24 18:54:00",232.4290343
194,"2021-05-04 04:00:00",30134.49611
197,"2021-10-12 20:13:00",336.5728828
197,"2021-10-16 18:10:00",361.5331536
200,"2021-07-11 11:16:00",168.4777635
200,"2021-07-12 19:09:00",51.81980188
203,"2021-09-01 12:04:00",112.3852573
209,"2021-04-20 16:50:00",223.7186438
212,"2021-09-13 19:41:00",964.0155962
212,"2021-09-27 18:59:00",1697.442812
212,"2021-10-19 09:04:00",94.40530136
212,"2021-10-21 21:14:00",883.1669944
212,"2021-10-21 21:21:00",103.7703137
216,"2021-07-07 04:35:00",2031.550174
216,"2021-09-26 13:12:00",584.7999379
218,"2021-06-13 13:37:00",61.95654613
218,"2021-08-28 05:40:00",863.5383131
218,"2021-09-23 14:35:00",229.1715038
218,"2021-09-29 20:29:00",79.60474146
218,"2021-10-02 03:25:00",1091.885878
221,"2021-09-12 07:42:00",2825.722413
221,"2021-09-24 12:53:00",200.3004235
221,"2021-10-18 02:33:00",47.4523791
221,"2021-10-20 06:24:00",176.7826178
221,"2021-10-20 20:28:00",139.0880271
222,"2021-06-13 06:36:00",743.2030866
222,"2021-08-28 04:12:00",37.96479197
223,"2021-10-23 03:03:00",344.8293311
226,"2021-09-21 22:48:00",247.2893409
226,"2021-10-02 12:07:00",16.74648284
226,"2021-10-15 16:11:00",0.792747043
231,"2021-10-07 07:28:00",18937.57729
231,"2021-10-19 20:04:00",292.6553784
234,"2021-05-11 10:18:00",157.6322921
234,"2021-09-16 04:36:00",703.8115737
234,"2021-10-08 03:13:00",64.85665155
234,"2021-10-13 17:35:00",617.6949682
234,"2021-10-19 10:13:00",392.8421867
238,"2021-10-06 01:17:00",731.3471686
238,"2021-10-18 04:04:00",48.05443622
242,"2021-10-13 23:01:00",122.7882903
245,"2021-08-15 08:37:00",73.34815532
245,"2021-08-22 19:55:00",2375.880465
245,"2021-09-28 07:15:00",529.4222876
245,"2021-10-19 15:46:00",286.2972484
245,"2021-10-20 13:01:00",590.4990822
247,"2021-06-10 05:39:00",399.5979398
250,"2021-09-04 16:49:00",2334.132033
250,"2021-09-15 07:00:00",3912.142152
250,"2021-09-16 02:16:00",318.8337218
250,"2021-10-10 22:43:00",570.8627657
250,"2021-10-18 00:36:00",740.3086467
253,"2021-08-06 20:35:00",365.1727441
253,"2021-10-03 07:08:00",10.23444566
253,"2021-10-18 02:01:00",66.42624273
253,"2021-10-21 01:49:00",201.2467141
253,"2021-10-21 06:19:00",2240.848465
262,"2021-09-30 16:05:00",29.6229666
262,"2021-10-06 19:41:00",3034.81704
262,"2021-10-13 08:38:00",44.73732454
263,"2021-10-11 09:19:00",79.9746738
263,"2021-10-21 08:49:00",2214.771945
263,"2021-10-21 17:14:00",46.18199254
263,"2021-10-21 18:41:00",4.399491108
264,"2021-09-27 08:08:00",176.0119984
268,"2021-10-15 15:12:00",1496.422606
268,"2021-10-18 21:32:00",34.70521912
268,"2021-10-21 02:47:00",69.08703914
268,"2021-10-21 11:40:00",132.8328805
268,"2021-10-21 17:40:00",803.1337741
270,"2021-04-21 00:37:00",509.9451052
270,"2021-07-23 13:15:00",370.002964
273,"2021-10-15 22:49:00",718.9971088
274,"2021-07-03 17:59:00",49.22014282
274,"2021-07-17 12:46:00",106.4669642
274,"2021-09-13 18:25:00",87.35133274
274,"2021-09-24 04:16:00",543.3702854
274,"2021-10-09 00:50:00",310.4206725
275,"2021-10-02 08:28:00",19.32494492
275,"2021-10-15 13:03:00",30.31345913
275,"2021-10-18 10:24:00",2247.477695
275,"2021-10-20 15:26:00",41.44573894
276,"2021-07-27 16:05:00",2229.599098
276,"2021-08-21 18:10:00",128.2605601
279,"2021-07-10 15:55:00",498.0771409
279,"2021-09-30 12:52:00",179.6319101
280,"2021-08-24 03:37:00",78.09607416
280,"2021-08-30 18:48:00",114.9523542
280,"2021-09-14 17:33:00",601.0992625
280,"2021-09-23 16:52:00",1394.115365
288,"2021-07-23 12:25:00",152.4893734
294,"2021-10-06 04:07:00",73.2393127
298,"2021-07-17 03:50:00",24.62138028
298,"2021-10-01 08:14:00",169749.438
299,"2021-09-26 16:39:00",417.7173397
299,"2021-10-08 00:15:00",300.8985468
299,"2021-10-19 19:51:00",2301.509355
301,"2021-09-09 18:22:00",83.92793961
301,"2021-10-18 05:28:00",13098.94868
301,"2021-10-20 18:48:00",45164.03408
308,"2021-07-08 00:19:00",1241.036623
308,"2021-07-13 20:12:00",385.6764968
309,"2021-09-14 07:18:00",53.35861156
309,"2021-09-24 15:08:00",4352.454783
313,"2021-08-16 17:36:00",47.32843507
313,"2021-09-24 06:39:00",5314.111972
313,"2021-10-04 12:14:00",77.72651049
314,"2021-10-21 21:38:00",5.514253027
314,"2021-10-21 21:44:00",58.12022018
314,"2021-10-21 21:45:00",5709.740155
314,"2021-10-21 21:47:00",748.8879353
318,"2021-10-13 10:58:00",26.46387398
318,"2021-10-20 22:17:00",42.16467677
322,"2021-07-04 16:38:00",69.60031746
322,"2021-09-17 10:04:00",134.3977942
322,"2021-09-26 23:34:00",134.6748742
322,"2021-10-05 14:09:00",2780.534119
322,"2021-10-14 09:19:00",69.61039056
323,"2021-09-29 06:51:00",280.6419324
323,"2021-10-14 04:46:00",12100.46418
323,"2021-10-19 02:30:00",9.883649434
323,"2021-10-20 01:53:00",333.3325564
323,"2021-10-21 08:36:00",147.1804379
338,"2021-10-17 15:35:00",263.1498481
338,"2021-10-21 09:41:00",15.64718711
341,"2021-09-23 01:29:00",81.06504867
341,"2021-10-14 14:34:00",535.1519224
341,"2021-10-19 09:15:00",12.01501215
341,"2021-10-20 06:28:00",106.247333
341,"2021-10-21 19:50:00",2606.882883
345,"2021-05-20 19:53:00",10.01274865
345,"2021-07-28 00:08:00",2294.778678
345,"2021-08-24 22:54:00",166.2516312
345,"2021-09-21 14:36:00",660.7501525
345,"2021-10-13 10:05:00",3757.828658
348,"2021-06-22 08:47:00",216.0026677
348,"2021-07-24 16:54:00",604.5394007
351,"2021-08-23 16:05:00",18.27391789
351,"2021-09-23 04:33:00",972.3197765
353,"2021-08-09 12:18:00",111.1235715
353,"2021-10-21 04:53:00",841.6253336
353,"2021-10-21 08:07:00",42.98850477
354,"2021-08-27 16:46:00",2427.528472
354,"2021-10-08 07:05:00",722.0479466
354,"2021-10-11 04:45:00",38.26879723
362,"2021-09-16 02:30:00",16650.24069
362,"2021-09-20 09:30:00",0.62556979
362,"2021-10-01 22:51:00",1280.294336
362,"2021-10-02 14:52:00",184.0079622
362,"2021-10-03 14:28:00",623.9362459
370,"2021-09-23 12:51:00",547.0041932
370,"2021-10-09 11:05:00",15.65069357
370,"2021-10-16 00:27:00",4263.862815
370,"2021-10-19 04:55:00",2303.547079
377,"2021-06-24 17:58:00",163.5279565
377,"2021-08-21 10:41:00",300.9363883
377,"2021-10-04 01:02:00",14.3567168
380,"2021-05-27 17:03:00",2914.032588
380,"2021-08-12 22:20:00",476.2940173
380,"2021-08-24 12:33:00",5.405972879
380,"2021-08-26 21:13:00",21.58285311
380,"2021-09-10 12:26:00",1690.562145
381,"2021-05-21 14:27:00",83.17080162
381,"2021-05-28 00:49:00",613.0064702
387,"2021-08-18 20:17:00",9606.997782
387,"2021-08-19 23:50:00",539.2041725
387,"2021-10-12 13:37:00",5323.686821
387,"2021-10-17 01:46:00",384.4167956
387,"2021-10-21 18:50:00",825.8405218
388,"2021-08-12 04:36:00",98294.29514
388,"2021-10-21 01:59:00",572.387149
393,"2021-10-21 10:32:00",1238.603498
393,"2021-10-21 17:43:00",2608.763935
393,"2021-10-21 19:57:00",83.7120133
397,"2021-10-21 18:41:00",697.808207
397,"2021-10-21 21:00:00",117.0717806
397,"2021-10-21 21:27:00",66.27523665
398,"2021-10-05 05:04:00",133.9555871
398,"2021-10-12 23:41:00",749.8897382
398,"2021-10-16 05:34:00",12.28354079
398,"2021-10-19 00:46:00",992.0537616
399,"2021-07-21 02:21:00",27.52143735
399,"2021-07-23 00:16:00",8.466543759
399,"2021-08-24 06:24:00",2492.688312
399,"2021-10-07 11:36:00",232.9496902
399,"2021-10-21 19:18:00",91.64776326
406,"2021-07-04 05:14:00",578.3562374
406,"2021-08-11 06:27:00",1350.730149
406,"2021-09-18 18:11:00",275.7112292
406,"2021-09-29 02:53:00",2159.851842
419,"2021-07-06 14:25:00",2553.100855
421,"2021-04-12 23:12:00",323.3799905
429,"2021-03-17 12:53:00",3.442323803
429,"2021-09-08 13:08:00",292.4078731
429,"2021-10-15 13:04:00",84.7551376
438,"2021-09-30 08:57:00",17.91469606
446,"2021-08-08 10:58:00",1769.036573
446,"2021-09-03 00:41:00",31.3150779
449,"2021-08-24 07:52:00",30.02887727
451,"2021-10-07 14:35:00",10.01488351
451,"2021-10-18 00:00:00",4454.7415
451,"2021-10-21 19:52:00",3.925820788
451,"2021-10-21 21:16:00",16.85771937
453,"2021-08-20 08:40:00",27.84308795
453,"2021-09-12 07:10:00",302.0280545
453,"2021-09-17 04:06:00",34.53337437
453,"2021-10-05 12:33:00",314.641808
456,"2021-10-15 19:19:00",821.8245191
457,"2021-10-10 00:32:00",1677.871242
457,"2021-10-15 22:18:00",68.12661452
457,"2021-10-19 15:35:00",8914.777719
457,"2021-10-21 12:20:00",90.23175061
457,"2021-10-21 15:25:00",34.59483393
459,"2021-10-21 00:03:00",1413.193011
464,"2021-08-15 02:57:00",725.0030169
464,"2021-09-21 03:37:00",235.3016516
464,"2021-10-18 11:52:00",25.87399755
476,"2021-10-28 04:12:00",7591.947568
476,"2021-10-24 21:36:00",682.250194
477,"2021-09-24 22:37:00",1016.230684
477,"2021-10-19 01:59:00",317.1154293
477,"2021-10-19 08:48:00",100.8247226
477,"2021-10-21 06:04:00",5971.116406
484,"2021-09-02 04:34:00",10.92917585
484,"2021-09-02 07:35:00",1029.901211
484,"2021-10-08 23:10:00",185.4384785
484,"2021-10-20 21:04:00",312.0838721
484,"2021-10-21 06:56:00",928.8583309
497,"2021-10-23 17:40:00",2159.57539
497,"2021-10-23 10:38:00",627.6927454
499,"2021-10-21 08:03:00",99.32218213
499,"2021-10-21 09:05:00",229.5207945
499,"2021-10-21 13:52:00",627.723714
499,"2021-10-21 21:36:00",1480.986568
500,"2021-02-14 15:17:00",3838.06064
502,"2021-09-24 13:40:00",75.39051897
504,"2021-10-20 02:21:00",15.66325717
504,"2021-10-21 04:30:00",1003.78139
504,"2021-10-21 11:29:00",340.384624
504,"2021-10-21 13:17:00",19.12286392
507,"2021-05-22 19:56:00",673.7209093
507,"2021-10-17 13:49:00",110.5551471
507,"2021-10-17 20:35:00",8.350354842
507,"2021-10-20 05:58:00",176.9580596
513,"2021-09-24 11:14:00",619.6905249
515,"2021-10-01 06:01:00",33.34070413
515,"2021-10-08 03:12:00",1822.177723
515,"2021-10-16 08:28:00",31.22529035
515,"2021-10-17 23:23:00",24.57907358
533,"2021-07-14 22:53:00",113.0733419
533,"2021-09-16 13:30:00",351.4844754
533,"2021-10-04 18:41:00",240.3988719
533,"2021-10-21 13:33:00",1339.20086
533,"2021-10-21 14:09:00",584.3913133
534,"2021-04-13 13:45:00",1896.657362
534,"2021-09-20 18:14:00",18452.23356
546,"2021-07-24 20:53:00",69.5527574
547,"2021-09-23 13:17:00",302.8268617
548,"2021-09-28 11:29:00",147.3170126
548,"2021-10-14 06:24:00",57.20389742
554,"2021-02-15 16:43:00",1107.441032
560,"2021-08-06 07:43:00",419.2019603
560,"2021-10-07 22:09:00",351.0981341
562,"2021-10-09 12:02:00",31.35553177
563,"2021-04-16 22:36:00",73.31743782
569,"2021-10-11 19:52:00",33.12663567
569,"2021-10-20 13:29:00",7.656278294
569,"2021-10-21 14:26:00",379.4486201
569,"2021-10-21 15:11:00",114.9398717
569,"2021-10-21 17:05:00",32794.7761
576,"2021-09-02 11:48:00",183.7024073
576,"2021-10-20 17:37:00",64.23596425
583,"2021-09-15 03:30:00",398.8420464
583,"2021-10-01 09:08:00",25.17967941
583,"2021-10-07 23:23:00",66.11935525
593,"2021-10-03 02:07:00",110.1464778
596,"2021-09-01 14:31:00",184.9149594
596,"2021-10-15 17:18:00",64.61261157
596,"2021-10-21 21:12:00",4.240832574
596,"2021-10-21 21:29:00",558.3278121
602,"2021-10-02 11:39:00",182.6494323
602,"2021-10-03 12:53:00",730.1303081
602,"2021-10-18 22:13:00",4.544426457
619,"2021-10-18 10:25:00",218.9666034
619,"2021-10-19 10:35:00",855.4395755
619,"2021-10-20 19:12:00",8.609877543
619,"2021-10-21 10:57:00",289.8802987
624,"2021-08-29 12:42:00",161.4842501
624,"2021-10-16 14:09:00",49.08797879
624,"2021-10-17 12:00:00",1704.947351
624,"2021-10-21 07:15:00",107.4221636
624,"2021-10-21 16:03:00",346.0834999
625,"2021-08-07 06:07:00",243.359002
625,"2021-10-07 13:48:00",8.652774732
625,"2021-10-17 08:04:00",202.5119994
625,"2021-10-18 17:30:00",15.08487734
625,"2021-10-18 21:33:00",46.74442189
626,"2021-10-19 05:43:00",731.1248984
626,"2021-10-19 09:47:00",2830.43592
626,"2021-10-21 09:14:00",37.41141317
626,"2021-10-21 09:56:00",189.8154235
627,"2021-07-25 09:05:00",213.7419846
627,"2021-10-21 17:18:00",4463.883126
627,"2021-10-21 20:52:00",28013.13181
630,"2021-08-07 18:23:00",1158.657335
630,"2021-08-19 00:57:00",196.9352712
630,"2021-10-07 19:49:00",14.5152234
630,"2021-10-16 18:27:00",220.9523063
630,"2021-10-21 05:20:00",2817.05486
631,"2021-03-09 05:52:00",12.49036436
631,"2021-05-06 06:15:00",350.4358796
631,"2021-08-31 15:16:00",49.82573074
631,"2021-09-02 22:19:00",2023.461035
631,"2021-10-15 10:06:00",1049.699546
635,"2021-10-23 05:11:00",958.7889852
635,"2021-10-22 03:13:00",285.6324664
635,"2021-10-22 01:52:00",6630.197664
635,"2021-10-21 23:44:00",1.027478791
635,"2021-10-21 23:41:00",12.45461142
640,"2021-10-13 00:06:00",3286.68846
640,"2021-10-17 20:54:00",2560.715132
641,"2021-10-09 01:39:00",111.558453
643,"2021-04-30 22:03:00",984.1242623
644,"2021-10-06 01:31:00",384.8992906
652,"2021-09-06 18:46:00",3846.016076
652,"2021-10-03 16:46:00",234.2458931
652,"2021-10-19 03:21:00",66.42122943
652,"2021-10-20 05:53:00",43.36805001
652,"2021-10-20 17:19:00",382.7106935
661,"2021-07-30 02:35:00",170.5110938
661,"2021-08-22 19:48:00",1275.197164
666,"2021-10-16 17:06:00",1279.533555
666,"2021-10-20 15:21:00",211.3815592
675,"2021-06-06 22:38:00",1738.552017
675,"2021-09-29 16:40:00",923.6656597
677,"2021-06-14 00:04:00",518.0047607
677,"2021-09-06 05:56:00",112.5690223
677,"2021-09-13 15:06:00",99.01418599
677,"2021-09-26 07:16:00",2673.246171
679,"2021-08-09 01:35:00",108.418172
679,"2021-10-20 22:18:00",1579.231509
679,"2021-10-21 17:50:00",69.23320845
683,"2021-05-20 15:07:00",90.34140715
683,"2021-05-28 19:17:00",161.0311813
683,"2021-07-02 12:43:00",73.83417028
684,"2021-10-06 04:56:00",41.44946375
691,"2021-09-28 23:14:00",85.88247914
701,"2021-09-17 01:25:00",11155.72703
701,"2021-10-13 00:26:00",162.0340828
701,"2021-10-18 23:56:00",1156.324936
701,"2021-10-20 08:47:00",402.7458502
705,"2021-10-14 21:56:00",28.28432725
705,"2021-10-16 00:12:00",763.6211334
705,"2021-10-16 07:00:00",378.7832698
705,"2021-10-20 02:46:00",958.8345608
705,"2021-10-21 10:11:00",434.4446627
707,"2021-08-17 16:52:00",4729.802093
707,"2021-08-22 18:36:00",78.68955763
707,"2021-10-14 03:53:00",41.77102535
712,"2021-09-28 10:57:00",236.2761575
712,"2021-10-12 16:14:00",62.39148025
716,"2021-10-22 02:56:00",665.4892078
716,"2021-10-21 22:43:00",2719.784652
716,"2021-10-21 22:26:00",7.703696026
716,"2021-10-21 21:58:00",2775.698413
716,"2021-10-21 21:52:00",60.99393118
717,"2021-09-11 04:28:00",318.7708133
717,"2021-10-14 09:21:00",2303.523493
718,"2021-09-09 21:58:00",42.83309721
718,"2021-10-21 15:40:00",11.59238965
720,"2021-10-13 15:46:00",912.5896983
720,"2021-10-18 23:24:00",964.5336739
728,"2021-07-20 11:41:00",81.0785709
728,"2021-08-26 22:55:00",3408.037507
728,"2021-09-07 13:47:00",223.301471
728,"2021-09-07 14:00:00",132.9440601
730,"2021-04-17 08:07:00",988.7262762
730,"2021-08-24 11:00:00",399.8412727
732,"2021-05-09 03:53:00",379.6607426
732,"2021-09-11 16:36:00",2129.164238
736,"2021-10-16 05:26:00",146.2354114
737,"2021-07-20 21:17:00",308.6149609
737,"2021-08-27 06:21:00",752.0719296
737,"2021-09-14 04:38:00",23.89013724
738,"2021-07-28 04:58:00",867.3974248
745,"2021-09-02 12:40:00",3051.437758
745,"2021-09-18 12:47:00",73.3860163
745,"2021-09-19 04:37:00",100.1282696
745,"2021-09-25 13:05:00",83.02635009
745,"2021-10-11 20:03:00",245.484288
746,"2021-09-11 14:59:00",177.4824029
746,"2021-09-26 15:55:00",59.39038899
746,"2021-10-01 14:40:00",8541.973476
748,"2021-10-24 06:46:00",2827.408068
751,"2021-06-03 21:40:00",1161.961874
751,"2021-07-17 03:54:00",803.013374
751,"2021-08-05 15:49:00",105.9863037
753,"2021-08-18 02:32:00",193.0309216
757,"2021-07-19 21:40:00",68.82329458
757,"2021-09-26 13:30:00",102.1632662
757,"2021-10-12 04:25:00",3251.322628
758,"2021-10-03 08:54:00",4866.291431
758,"2021-10-03 12:28:00",6.536632432
758,"2021-10-10 08:23:00",30.44100737
761,"2021-08-25 04:57:00",102.2682815
761,"2021-09-17 10:05:00",874.8510223
761,"2021-09-24 23:17:00",305.9382129
761,"2021-10-08 02:15:00",1069.971143
761,"2021-10-10 17:19:00",1385.724609
764,"2021-10-16 14:31:00",54.0829632
765,"2021-06-11 22:04:00",65.07475003
771,"2021-10-06 15:19:00",54.01318634
771,"2021-10-14 15:50:00",520.9908856
771,"2021-10-16 18:49:00",120.1273587
771,"2021-10-19 17:26:00",1077.494294
771,"2021-10-20 09:46:00",144.7277913
774,"2021-09-14 04:32:00",139.5446329
774,"2021-10-14 18:03:00",12.07537213
774,"2021-10-18 23:35:00",156.6618843
774,"2021-10-19 13:11:00",53.86020026
774,"2021-10-19 16:03:00",2515.823488
777,"2021-10-20 17:51:00",505.2699824
778,"2021-07-15 08:07:00",8.747126681
778,"2021-08-21 13:46:00",1392.434584
778,"2021-09-19 13:40:00",331.705158
778,"2021-10-07 03:36:00",1276.903213
779,"2021-03-12 17:49:00",105.4959904
779,"2021-03-25 16:54:00",20620.88926
779,"2021-08-10 13:06:00",60.86578037
779,"2021-08-17 05:32:00",15.29123622
785,"2021-07-30 05:30:00",450.3915062
785,"2021-09-02 23:08:00",268.4901395
789,"2021-10-08 22:13:00",31.50143175
789,"2021-10-19 19:44:00",412.5472432
790,"2021-04-22 07:01:00",88.68452046
790,"2021-05-19 15:01:00",31.27669612
790,"2021-10-09 09:50:00",34.63620821
790,"2021-10-12 16:44:00",317.2801969
796,"2021-08-11 21:48:00",4115.498469
796,"2021-08-13 10:06:00",783.8977906
797,"2021-09-10 06:07:00",87.06979072
797,"2021-10-20 10:55:00",172.4770308
797,"2021-10-21 08:06:00",65.03013622
797,"2021-10-21 12:00:00",63.98382594
809,"2021-10-05 16:49:00",74.99892648
809,"2021-10-06 23:24:00",206.1101032
809,"2021-10-19 05:27:00",13.90772596
809,"2021-10-20 07:07:00",10.72431091
809,"2021-10-21 16:28:00",182.1854628
811,"2021-10-30 00:55:00",42.65183596
811,"2021-10-24 08:39:00",383.2297104
811,"2021-10-22 10:51:00",1348.665171
811,"2021-10-22 03:50:00",971.6914673
811,"2021-10-22 00:48:00",184.063037
812,"2021-04-22 13:54:00",34.56181452
812,"2021-09-16 02:53:00",3330.669958
812,"2021-10-08 19:53:00",456.6205339
